location,alias_city,alias_address,georeferencingString,type
VILLANUOVA SUL CLISI: Via Ponte Chiese : Valverde : COD.ASL 17201/2R,VILLANUOVA SUL CLISI,Via Ponte Chiese,"Via Ponte Chiese, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
VOBARNO: Piazza Chiesa : Teglie : COD.ASL 17204/4R,VOBARNO,Piazza Chiesa,"Piazza Chiesa, VOBARNO, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via XXIV Maggio : COD.ASL 17201/6R,VILLANUOVA SUL CLISI,Via XXIV Maggio,"Via XXIV Maggio, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
ROE VOLCIANO: Via Ascensione : COD.ASL 17164/1R,ROE VOLCIANO,Via Ascensione,"Via Ascensione, ROE VOLCIANO, BS, Lombardia, Italia",POINT
Vobarno : Via Castegnino,Vobarno,Via Castegnino,"Via Castegnino, Vobarno, BS, Lombardia, Italia",POINT
SAN PAOLO: Via Giovanni XXIII,SAN PAOLO,Via Giovanni XXIII,"Via Giovanni XXIII, SAN PAOLO, BS, Lombardia, Italia",POINT
SAN PAOLO: Via Chiesa : Cremezzano : COD.ASL 17138/2R ,SAN PAOLO,Via Chiesa,"Via Chiesa, SAN PAOLO, BS, Lombardia, Italia",POINT
SAN PAOLO: Via Grande : Scarpizzolo : COD.ASL 17138/3R ,SAN PAOLO,Via Grande,"Via Grande, SAN PAOLO, BS, Lombardia, Italia",POINT
SAN PAOLO: Via Mazzini angolo Piazza Moro : COD.ASL 17138/1R ,SAN PAOLO,Via Mazzini angolo Piazza Moro,"Via Mazzini angolo Piazza Moro, SAN PAOLO, BS, Lombardia, Italia",POINT
VEROLANUOVA: Via San Martino : Cadignano : COD.ASL 17195/5R,VEROLANUOVA,Via San Martino,"Via San Martino, VEROLANUOVA, BS, Lombardia, Italia",POINT
OFFLAGA: Via Roma : Faverzano : COD.ASL 17122/3R,OFFLAGA,Via Roma,"Via Roma, OFFLAGA, BS, Lombardia, Italia",POINT
Verolanuova : Via Verdi,Verolanuova,Via Verdi,"Via Verdi, Verolanuova, BS, Lombardia, Italia",POINT
LONATO: Piazza Corlo,LONATO,Piazza Corlo,"Piazza Corlo, LONATO, BS, Lombardia, Italia",POINT
LONATO: Via Galilei : COD.ASL 17092/2R ,LONATO,Via Galilei,"Via Galilei, LONATO, BS, Lombardia, Italia",POINT
LONATO: Via Maguzzano : COD.ASL 17092/8R ,LONATO,Via Maguzzano,"Via Maguzzano, LONATO, BS, Lombardia, Italia",POINT
LONATO: Via XXIV Maggio : Sedena : COD.ASL 17092/5R ,LONATO,Via XXIV Maggio,"Via XXIV Maggio, LONATO, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Arzaga : COD.ASL 17092/4R ,BEDIZZOLE,Via Arzaga,"Via Arzaga, BEDIZZOLE, BS, Lombardia, Italia",POINT
LONATO: Piazzale Gramsci : COD.ASL 17092/10R,LONATO,Piazzale Gramsci,"Piazzale Gramsci, LONATO, BS, Lombardia, Italia",POINT
Lonato del Garda : Via Colombere Pozze,Lonato del Garda,Via Colombere Pozze,"Via Colombere Pozze, Lonato del Garda, BS, Lombardia, Italia",POINT
LONATO: Via Mancino : COD.ASL 17092/11R,LONATO,Via Mancino,"Via Mancino, LONATO, BS, Lombardia, Italia",POINT
RODENGO:SAIANO: Via Paolo VI : COD.ASL 17163/3R ,RODENGO,SAIANO,"SAIANO, RODENGO, BS, Lombardia, Italia",POINT
Rodengo Saiano : Viale Europa,Rodengo Saiano,Viale Europa,"Viale Europa, Rodengo Saiano, BS, Lombardia, Italia",POINT
GUSSAGO: Via San Zenone : Ronco : COD.ASL 17081/5R ,GUSSAGO,Via San Zenone,"Via San Zenone, GUSSAGO, BS, Lombardia, Italia",POINT
POLAVENO: Via Peli : San Giovanni : COD.ASL 17144/1R ,POLAVENO,Via Peli,"Via Peli, POLAVENO, BS, Lombardia, Italia",POINT
RODENGO:SAIANO: Via Sant'Antonio : COD.ASL 17163/2R ,RODENGO,SAIANO,"SAIANO, RODENGO, BS, Lombardia, Italia",POINT
OME: Via Battola : Martignano : COD.ASL 17123/3R ,OME,Via Battola,"Via Battola, OME, BS, Lombardia, Italia",POINT
BRIONE: Via S.Zenone : COD.ASL 17030/1R ,BRIONE,Via S.Zenone,"Via S.Zenone, BRIONE, BS, Lombardia, Italia",POINT
POLAVENO: Via Moro : COD.ASL 17144/3R ,POLAVENO,Via Moro,"Via Moro, POLAVENO, BS, Lombardia, Italia",POINT
Ome : Piazza del Mercato,Ome,Piazza del Mercato,"Piazza del Mercato, Ome, BS, Lombardia, Italia",POINT
OME: Piazza Aldo Moro : COD.ASL 17123/1R ,OME,Piazza Aldo Moro,"Piazza Aldo Moro, OME, BS, Lombardia, Italia",POINT
RODENGO:SAIANO: Via San Francesco : COD.ASL 17163/1R ,RODENGO,SAIANO,"SAIANO, RODENGO, BS, Lombardia, Italia",POINT
OME: Via Goiane angolo via San Michele : COD.ASL 17123/2R ,OME,Via Goiane angolo via San Michele,"Via Goiane angolo via San Michele, OME, BS, Lombardia, Italia",POINT
BARGHE: Fossane : COD.ASL 17012/2R,BARGHE,Fossane,"Fossane, BARGHE, BS, Lombardia, Italia",POINT
BARGHE: Via XXV Aprile : COD.ASL 17012/3R,BARGHE,Via XXV Aprile,"Via XXV Aprile, BARGHE, BS, Lombardia, Italia",POINT
LAVENONE: Via Pileca : COD.ASL 17087/1R,LAVENONE,Via Pileca,"Via Pileca, LAVENONE, BS, Lombardia, Italia",POINT
PRESEGLIE: Via Corsini : Quintilago : COD.ASL 17153/3R,PRESEGLIE,Via Corsini,"Via Corsini, PRESEGLIE, BS, Lombardia, Italia",POINT
PERTICA ALTA: Belprato : COD.ASL 17139/2R,PERTICA ALTA,Belprato,"Belprato, PERTICA ALTA, BS, Lombardia, Italia",POINT
PRESEGLIE: Via San Rocco,PRESEGLIE,Via San Rocco,"Via San Rocco, PRESEGLIE, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via VII Brigata Matteotti : Cesane : COD.ASL 17157/2R,PROVAGLIO VAL SABBIA,Via VII Brigata Matteotti,"Via VII Brigata Matteotti, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via San Martino : COD.ASL 17168/3R,SABBIO CHIESE,Via San Martino,"Via San Martino, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VESTONE: Via Mocenigo : COD.ASL 17197/4R,VESTONE,Via Mocenigo,"Via Mocenigo, VESTONE, BS, Lombardia, Italia",POINT
VESTONE: Via Toccabelli : COD.ASL 17197/6R,VESTONE,Via Toccabelli,"Via Toccabelli, VESTONE, BS, Lombardia, Italia",POINT
Lavenone : Via per Presegno,Lavenone,Via per Presegno,"Via per Presegno, Lavenone, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via Milano : Cedessano : COD.ASL 17157/1R,PROVAGLIO VAL SABBIA,Via Milano,"Via Milano, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
VESTONE: Via Promo : COD.ASL 17197/3R,VESTONE,Via Promo,"Via Promo, VESTONE, BS, Lombardia, Italia",POINT
Preseglie : Via Roma,Preseglie,Via Roma,"Via Roma, Preseglie, BS, Lombardia, Italia",POINT
Vestone : Via M. Bettinzoli,Vestone,Via M. Bettinzoli,"Via M. Bettinzoli, Vestone, BS, Lombardia, Italia",POINT
TREVISO BRESCIANO: Via Valledrane : COD.ASL 17191/2R,TREVISO BRESCIANO,Via Valledrane,"Via Valledrane, TREVISO BRESCIANO, BS, Lombardia, Italia",POINT
VESTONE: Piazza Mercato : Nozza : COD.ASL 17197/5R,VESTONE,Piazza Mercato,"Piazza Mercato, VESTONE, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Strada Provinciale 59 : Mastanico : COD.ASL 17157/3R,PROVAGLIO VAL SABBIA,Strada Provinciale 59,"Strada Provinciale 59, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
VESTONE: Via Chiese : COD.ASL 17197/2R,VESTONE,Via Chiese,"Via Chiese, VESTONE, BS, Lombardia, Italia",POINT
VESTONE: Via Tesolo : COD.ASL 17197/1R,VESTONE,Via Tesolo,"Via Tesolo, VESTONE, BS, Lombardia, Italia",POINT
PRESEGLIE: Piazza XX Settembre : COD.ASL 17153/1R,PRESEGLIE,Piazza XX Settembre,"Piazza XX Settembre, PRESEGLIE, BS, Lombardia, Italia",POINT
MANERBIO: Via Lombardia : COD.ASL 17103/6R,MANERBIO,Via Lombardia,"Via Lombardia, MANERBIO, BS, Lombardia, Italia",POINT
VEROLANUOVA: Breda Libera : COD.ASL 17195/4R ,VEROLANUOVA,Breda Libera,"Breda Libera, VEROLANUOVA, BS, Lombardia, Italia",POINT
MANERBIO: Via Offlaga : Cimitero : COD.ASL 17103/4R,MANERBIO,Via Offlaga,"Via Offlaga, MANERBIO, BS, Lombardia, Italia",POINT
OFFLAGA: Via Conte Fè d'Ostiani : COD.ASL 17122/1R,OFFLAGA,Via Conte Fè d'Ostiani,"Via Conte Fè d'Ostiani, OFFLAGA, BS, Lombardia, Italia",POINT
Manerbio : Piazzale Ospedale,Manerbio,Piazzale Ospedale,"Piazzale Ospedale, Manerbio, BS, Lombardia, Italia",POINT
MANERBIO: Via Donatori del Sangue : COD.ASL 17103/3R,MANERBIO,Via Donatori del Sangue,"Via Donatori del Sangue, MANERBIO, BS, Lombardia, Italia",POINT
MANERBIO: Via Morandi angolo Via Boccaccio : COD.ASL 17103/1R,MANERBIO,Via Morandi angolo Via Boccaccio,"Via Morandi angolo Via Boccaccio, MANERBIO, BS, Lombardia, Italia",POINT
MANERBIO: Piazza Italia : COD.ASL 17103/5R,MANERBIO,Piazza Italia,"Piazza Italia, MANERBIO, BS, Lombardia, Italia",POINT
MANERBIO: Via Roncagnani : COD.ASL 17103/2R,MANERBIO,Via Roncagnani,"Via Roncagnani, MANERBIO, BS, Lombardia, Italia",POINT
OFFLAGA: Piazza Vittoria : Cignano : COD.ASL 17122/2R,OFFLAGA,Piazza Vittoria,"Piazza Vittoria, OFFLAGA, BS, Lombardia, Italia",POINT
OFFLAGA: Via Roma : Faverzano : COD.ASL 17122/3R,OFFLAGA,Via Roma,"Via Roma, OFFLAGA, BS, Lombardia, Italia",POINT
GOTTOLENGO: Via Alberini : COD.ASL 17080/3R ,GOTTOLENGO,Via Alberini,"Via Alberini, GOTTOLENGO, BS, Lombardia, Italia",POINT
GAMBARA: Strada Provinciale VIII : COD.ASL 17073/1R ,GAMBARA,Strada Provinciale VIII,"Strada Provinciale VIII, GAMBARA, BS, Lombardia, Italia",POINT
ISORELLA: Via De Gasperi angolo via Berardo Maggi : COD.ASL 17086/2R ,ISORELLA,Via De Gasperi angolo via Berardo Maggi,"Via De Gasperi angolo via Berardo Maggi, ISORELLA, BS, Lombardia, Italia",POINT
VISANO: Piazza Castello : COD.ASL 17203/7R,VISANO,Piazza Castello,"Piazza Castello, VISANO, BS, Lombardia, Italia",POINT
ISORELLA: Piazza Castello angolo Via Marconi : COD.ASL 17086/1R ,ISORELLA,Piazza Castello angolo Via Marconi,"Piazza Castello angolo Via Marconi, ISORELLA, BS, Lombardia, Italia",POINT
ISORELLA: Piazza Roma,ISORELLA,Piazza Roma,"Piazza Roma, ISORELLA, BS, Lombardia, Italia",POINT
Visano : Via G. Matteotti,Visano,Via G. Matteotti,"Via G. Matteotti, Visano, BS, Lombardia, Italia",POINT
VISANO: Via Padre Piamarta : COD.ASL 17203/8R,VISANO,Via Padre Piamarta,"Via Padre Piamarta, VISANO, BS, Lombardia, Italia",POINT
Isorella : Via de Gasperi,Isorella,Via de Gasperi,"Via de Gasperi, Isorella, BS, Lombardia, Italia",POINT
MAZZANO: Rotonda Paolo VI,MAZZANO,Rotonda Paolo VI,"Rotonda Paolo VI, MAZZANO, BS, Lombardia, Italia",POINT
PAITONE: Via Chiosetto : COD.ASL 17132/1R,PAITONE,Via Chiosetto,"Via Chiosetto, PAITONE, BS, Lombardia, Italia",POINT
MAZZANO: Via Conti Emili : COD.ASL 17107/1R,MAZZANO,Via Conti Emili,"Via Conti Emili, MAZZANO, BS, Lombardia, Italia",POINT
NUVOLERA: Via Livelli : COD.ASL 17120/1R,NUVOLERA,Via Livelli,"Via Livelli, NUVOLERA, BS, Lombardia, Italia",POINT
SERLE: Piazza Boifava : COD.ASL 17178/1R ,SERLE,Piazza Boifava,"Piazza Boifava, SERLE, BS, Lombardia, Italia",POINT
SERLE: Via XXV Aprile : Villa : COD.ASL 17178/4R ,SERLE,Via XXV Aprile,"Via XXV Aprile, SERLE, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Valsabbia,BEDIZZOLE,Via Valsabbia,"Via Valsabbia, BEDIZZOLE, BS, Lombardia, Italia",POINT
SERLE: Via Castello : COD.ASL 17178/3R ,SERLE,Via Castello,"Via Castello, SERLE, BS, Lombardia, Italia",POINT
SERLE: Via Leopardi : COD.ASL 17178/5R ,SERLE,Via Leopardi,"Via Leopardi, SERLE, BS, Lombardia, Italia",POINT
Mazzano : Viale della Resistenza (Molinetto),Mazzano,Viale della Resistenza (Molinetto),"Viale della Resistenza (Molinetto), Mazzano, BS, Lombardia, Italia",POINT
Nuvolera : Via Camprelle,Nuvolera,Via Camprelle,"Via Camprelle, Nuvolera, BS, Lombardia, Italia",POINT
NUVOLERA: Via Valle : COD.ASL 17120/4R,NUVOLERA,Via Valle,"Via Valle, NUVOLERA, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Signorina angolo Via Barazzola : COD.ASL 17014/1R ,BEDIZZOLE,Via Signorina angolo Via Barazzola,"Via Signorina angolo Via Barazzola, BEDIZZOLE, BS, Lombardia, Italia",POINT
MAZZANO: Via Garibaldi : Molinetto : COD.ASL 17107/3R,MAZZANO,Via Garibaldi,"Via Garibaldi, MAZZANO, BS, Lombardia, Italia",POINT
NUVOLERA: Via Roma,NUVOLERA,Via Roma,"Via Roma, NUVOLERA, BS, Lombardia, Italia",POINT
GAVARDO: Via Marzatica : COD.ASL 17077/5R,GAVARDO,Via Marzatica,"Via Marzatica, GAVARDO, BS, Lombardia, Italia",POINT
Bedizzole : Piazzale Europa,Bedizzole,Piazzale Europa,"Piazzale Europa, Bedizzole, BS, Lombardia, Italia",POINT
Paitone : Via F. Braga,Paitone,Via F. Braga,"Via F. Braga, Paitone, BS, Lombardia, Italia",POINT
NUVOLERA: Via Soldo : COD.ASL 17120/2R,NUVOLERA,Via Soldo,"Via Soldo, NUVOLERA, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Libertà angolo Via IV Novembre : COD.ASL 17014/2R ,BEDIZZOLE,Via Libertà angolo Via IV Novembre,"Via Libertà angolo Via IV Novembre, BEDIZZOLE, BS, Lombardia, Italia",POINT
SERLE: Via Salvandine : COD.ASL 17178/2R ,SERLE,Via Salvandine,"Via Salvandine, SERLE, BS, Lombardia, Italia",POINT
MAZZANO: Via Conciliazione : Ciliverghe : COD.ASL 17107/2R,MAZZANO,Via Conciliazione,"Via Conciliazione, MAZZANO, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Pieve : Pontenove : COD.ASL 17014/5R,BEDIZZOLE,Via Pieve,"Via Pieve, BEDIZZOLE, BS, Lombardia, Italia",POINT
PAITONE: Via Pospesio : COD.ASL 17132/2R,PAITONE,Via Pospesio,"Via Pospesio, PAITONE, BS, Lombardia, Italia",POINT
PAITONE: Via Sarzena : COD.ASL 17132/3R,PAITONE,Via Sarzena,"Via Sarzena, PAITONE, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via Roma : Arveaco : COD.ASL 17157/4R,PROVAGLIO VAL SABBIA,Via Roma,"Via Roma, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Bertella : COD.ASL 17168/7R,SABBIO CHIESE,Via Bertella,"Via Bertella, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Sopranico : COD.ASL 17193/4R,VALLIO TERME,Via Sopranico,"Via Sopranico, VALLIO TERME, BS, Lombardia, Italia",POINT
BARGHE: Fossane : COD.ASL 17012/2R,BARGHE,Fossane,"Fossane, BARGHE, BS, Lombardia, Italia",POINT
BARGHE: Via XXV Aprile : COD.ASL 17012/3R,BARGHE,Via XXV Aprile,"Via XXV Aprile, BARGHE, BS, Lombardia, Italia",POINT
PRESEGLIE: Via Corsini : Quintilago : COD.ASL 17153/3R,PRESEGLIE,Via Corsini,"Via Corsini, PRESEGLIE, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via San Giovanni : Pavone : COD.ASL 17168/5R,SABBIO CHIESE,Via San Giovanni,"Via San Giovanni, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Roma : COD.ASL 17193/7R,VALLIO TERME,Via Roma,"Via Roma, VALLIO TERME, BS, Lombardia, Italia",POINT
GAVARDO: Cimitero : Sopraponte : COD.ASL 17077/3R,GAVARDO,Cimitero,"Cimitero, GAVARDO, BS, Lombardia, Italia",POINT
GAVARDO: Via Sant'Antonio : Quarena : COD.ASL 17077/4R,GAVARDO,Via Sant'Antonio,"Via Sant'Antonio, GAVARDO, BS, Lombardia, Italia",POINT
PRESEGLIE: Via San Rocco,PRESEGLIE,Via San Rocco,"Via San Rocco, PRESEGLIE, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via VII Brigata Matteotti : Cesane : COD.ASL 17157/2R,PROVAGLIO VAL SABBIA,Via VII Brigata Matteotti,"Via VII Brigata Matteotti, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
ROE VOLCIANO: Via Missane : COD.ASL 17164/4R,ROE VOLCIANO,Via Missane,"Via Missane, ROE VOLCIANO, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Odolo : Fornaci : COD.ASL 17168/4R,SABBIO CHIESE,Via Odolo,"Via Odolo, SABBIO CHIESE, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via San Martino : COD.ASL 17168/3R,SABBIO CHIESE,Via San Martino,"Via San Martino, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Suor S. Bodei : COD.ASL 17193/1R,VALLIO TERME,Via Suor S. Bodei,"Via Suor S. Bodei, VALLIO TERME, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via Milano : Cedessano : COD.ASL 17157/1R,PROVAGLIO VAL SABBIA,Via Milano,"Via Milano, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Caschino : COD.ASL 17193/5R,VALLIO TERME,Via Caschino,"Via Caschino, VALLIO TERME, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Repubblica : COD.ASL 17193/2R,VALLIO TERME,Via Repubblica,"Via Repubblica, VALLIO TERME, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Berniga : COD.ASL 17201/4R,VILLANUOVA SUL CLISI,Via Berniga,"Via Berniga, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Ponte Pier : COD.ASL 17201/1R,VILLANUOVA SUL CLISI,Via Ponte Pier,"Via Ponte Pier, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
Preseglie : Via Roma,Preseglie,Via Roma,"Via Roma, Preseglie, BS, Lombardia, Italia",POINT
Villanuova sul Clisi : Piazza Roma,Villanuova sul Clisi,Piazza Roma,"Piazza Roma, Villanuova sul Clisi, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via San Lorenzo : Clibbio : COD.ASL 17168/6R,SABBIO CHIESE,Via San Lorenzo,"Via San Lorenzo, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VOBARNO: Via Comunale : Carpeneda : COD.ASL 17204/5R,VOBARNO,Via Comunale,"Via Comunale, VOBARNO, BS, Lombardia, Italia",POINT
ODOLO: Piazza Santa Maria Bambina : Cagnatico : COD.ASL 17121/3R,ODOLO,Piazza Santa Maria Bambina,"Piazza Santa Maria Bambina, ODOLO, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Strada Provinciale 59 : Mastanico : COD.ASL 17157/3R,PROVAGLIO VAL SABBIA,Strada Provinciale 59,"Strada Provinciale 59, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Belvedere : COD.ASL 17168/2R,SABBIO CHIESE,Via Belvedere,"Via Belvedere, SABBIO CHIESE, BS, Lombardia, Italia",POINT
GAVARDO: Piazza Corioni : Soprazocco : COD.ASL 17077/7R,GAVARDO,Piazza Corioni,"Piazza Corioni, GAVARDO, BS, Lombardia, Italia",POINT
PRESEGLIE: Piazza XX Settembre : COD.ASL 17153/1R,PRESEGLIE,Piazza XX Settembre,"Piazza XX Settembre, PRESEGLIE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Paolo VI : Oriolo : COD.ASL 17193/6R,VALLIO TERME,Via Paolo VI,"Via Paolo VI, VALLIO TERME, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Mezzane : Poggio al sole : COD.ASL 17201/3R,VILLANUOVA SUL CLISI,Via Mezzane,"Via Mezzane, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Ponte Chiese : Valverde : COD.ASL 17201/2R,VILLANUOVA SUL CLISI,Via Ponte Chiese,"Via Ponte Chiese, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
VOBARNO: Piazza Chiesa : Teglie : COD.ASL 17204/4R,VOBARNO,Piazza Chiesa,"Piazza Chiesa, VOBARNO, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via XXIV Maggio : COD.ASL 17201/6R,VILLANUOVA SUL CLISI,Via XXIV Maggio,"Via XXIV Maggio, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
Sabbio Chiese : Via Caduti,Sabbio Chiese,Via Caduti,"Via Caduti, Sabbio Chiese, BS, Lombardia, Italia",POINT
ODOLO: Via Fratelli Scalvini : COD.ASL 17121/4R,ODOLO,Via Fratelli Scalvini,"Via Fratelli Scalvini, ODOLO, BS, Lombardia, Italia",POINT
Odolo : Via Praes,Odolo,Via Praes,"Via Praes, Odolo, BS, Lombardia, Italia",POINT
BAGOLINO: Plompe : COD.ASL 17010/3R,BAGOLINO,Plompe,"Plompe, BAGOLINO, BS, Lombardia, Italia",POINT
BAGOLINO: Via Mignano : COD.ASL 17010/1R,BAGOLINO,Via Mignano,"Via Mignano, BAGOLINO, BS, Lombardia, Italia",POINT
BAGOLINO: Via Maniva : COD.ASL 17010/2R,BAGOLINO,Via Maniva,"Via Maniva, BAGOLINO, BS, Lombardia, Italia",POINT
ANFO: Via Tre Casali : Liperone : COD.ASL 17005/2R,ANFO,Via Tre Casali,"Via Tre Casali, ANFO, BS, Lombardia, Italia",POINT
BAGOLINO: Via San Luca : COD.ASL 17010/5R,BAGOLINO,Via San Luca,"Via San Luca, BAGOLINO, BS, Lombardia, Italia",POINT
BAGOLINO: Via Forno : COD.ASL 17010/9R,BAGOLINO,Via Forno,"Via Forno, BAGOLINO, BS, Lombardia, Italia",POINT
ANFO: Baremone : COD.ASL 17005/3R,ANFO,Baremone,"Baremone, ANFO, BS, Lombardia, Italia",POINT
BAGOLINO: Via San Giorgio : COD.ASL 17010/4R,BAGOLINO,Via San Giorgio,"Via San Giorgio, BAGOLINO, BS, Lombardia, Italia",POINT
ROCCAFRANCA: Piazza Vittoria : Ludriano : COD.ASL 17162/2R ,ROCCAFRANCA,Piazza Vittoria,"Piazza Vittoria, ROCCAFRANCA, BS, Lombardia, Italia",POINT
ROCCAFRANCA: Via Donizetti : COD.ASL 17162/1R ,ROCCAFRANCA,Via Donizetti,"Via Donizetti, ROCCAFRANCA, BS, Lombardia, Italia",POINT
ROCCAFRANCA: Via Paolo VI Angolo Via Francesca,ROCCAFRANCA,Via Paolo VI Angolo Via Francesca,"Via Paolo VI Angolo Via Francesca, ROCCAFRANCA, BS, Lombardia, Italia",POINT
LONGHENA: Piazza della Chiesa : COD.ASL 17093/1R ,LONGHENA,Piazza della Chiesa,"Piazza della Chiesa, LONGHENA, BS, Lombardia, Italia",POINT
Mairano : Via Cabrino da Mairano,Mairano,Via Cabrino da Mairano,"Via Cabrino da Mairano, Mairano, BS, Lombardia, Italia",POINT
Brandico : Via Martiri della Libertà ,Brandico,Via Martiri della Libertà,"Via Martiri della Libertà, Brandico, BS, Lombardia, Italia",POINT
MAIRANO: Piazza Calini : COD.ASL 17099/1R ,MAIRANO,Piazza Calini,"Piazza Calini, MAIRANO, BS, Lombardia, Italia",POINT
BRANDICO: Via IV Novembre : COD.ASL 17026/1R ,BRANDICO,Via IV Novembre,"Via IV Novembre, BRANDICO, BS, Lombardia, Italia",POINT
Longhena : Via Chiesa,Longhena,Via Chiesa,"Via Chiesa, Longhena, BS, Lombardia, Italia",POINT
MAIRANO: Via Mazzini : Pievedizio : COD.ASL 17099/2R,MAIRANO,Via Mazzini,"Via Mazzini, MAIRANO, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Don Mazzolari : Coniolo : COD.ASL 17125/6R ,ORZINUOVI,Via Don Mazzolari,"Via Don Mazzolari, ORZINUOVI, BS, Lombardia, Italia",POINT
SAN PAOLO: Via Chiesa : Cremezzano : COD.ASL 17138/2R ,SAN PAOLO,Via Chiesa,"Via Chiesa, SAN PAOLO, BS, Lombardia, Italia",POINT
ROCCAFRANCA: Via Donizetti : COD.ASL 17162/1R ,ROCCAFRANCA,Via Donizetti,"Via Donizetti, ROCCAFRANCA, BS, Lombardia, Italia",POINT
VEROLANUOVA: Breda Libera : COD.ASL 17195/4R ,VEROLANUOVA,Breda Libera,"Breda Libera, VEROLANUOVA, BS, Lombardia, Italia",POINT
SAN PAOLO: Via Giovanni XXIII,SAN PAOLO,Via Giovanni XXIII,"Via Giovanni XXIII, SAN PAOLO, BS, Lombardia, Italia",POINT
PONTEVICO: Bettegno : COD.ASL 17149/5R ,PONTEVICO,Bettegno,"Bettegno, PONTEVICO, BS, Lombardia, Italia",POINT
PONTEVICO: Via Campazzo : COD.ASL 17149/4R ,PONTEVICO,Via Campazzo,"Via Campazzo, PONTEVICO, BS, Lombardia, Italia",POINT
SAN PAOLO: Via Grande : Scarpizzolo : COD.ASL 17138/3R ,SAN PAOLO,Via Grande,"Via Grande, SAN PAOLO, BS, Lombardia, Italia",POINT
SAN PAOLO: Via Mazzini angolo Piazza Moro : COD.ASL 17138/1R ,SAN PAOLO,Via Mazzini angolo Piazza Moro,"Via Mazzini angolo Piazza Moro, SAN PAOLO, BS, Lombardia, Italia",POINT
VEROLANUOVA: Via Puccini : COD.ASL 17195/3R ,VEROLANUOVA,Via Puccini,"Via Puccini, VEROLANUOVA, BS, Lombardia, Italia",POINT
VEROLANUOVA: Via San Martino : Cadignano : COD.ASL 17195/5R,VEROLANUOVA,Via San Martino,"Via San Martino, VEROLANUOVA, BS, Lombardia, Italia",POINT
OFFLAGA: Via Roma : Faverzano : COD.ASL 17122/3R,OFFLAGA,Via Roma,"Via Roma, OFFLAGA, BS, Lombardia, Italia",POINT
Verolanuova : Via Verdi,Verolanuova,Via Verdi,"Via Verdi, Verolanuova, BS, Lombardia, Italia",POINT
VEROLANUOVA: Via Volta : COD.ASL 17195/1R ,VEROLANUOVA,Via Volta,"Via Volta, VEROLANUOVA, BS, Lombardia, Italia",POINT
RODENGO:SAIANO: Via Paolo VI : COD.ASL 17163/3R ,RODENGO,SAIANO,"SAIANO, RODENGO, BS, Lombardia, Italia",POINT
