alias_address,alias_city,geocode,geometry,georeferencingString
LOCALITA' LA BOA,AURONZO DI CADORE,,,AURONZO DI CADORE  LA BOA
LOCALITA' PALUS S. MARCO,AURONZO DI CADORE,,,AURONZO DI CADORE  PALUS S. MARCO
LOCALITA' POSPIZZA,AURONZO DI CADORE,,,AURONZO DI CADORE  POSPIZZA
LOCALITA' STABIZIANE,AURONZO DI CADORE,,,AURONZO DI CADORE  STABIZIANE
LOCALITA' TORNEDE,AURONZO DI CADORE,,,AURONZO DI CADORE  TORNEDE
PIAZZA REGINA PACIS,AURONZO DI CADORE,,,AURONZO DI CADORE PIAZZA REGINA PACIS
PIAZZA RIZZARDI,AURONZO DI CADORE,,,AURONZO DI CADORE PIAZZA RIZZARDI
PIAZZA SAN LUCANO,AURONZO DI CADORE,,,AURONZO DI CADORE PIAZZA SAN LUCANO
PIAZZA SANTA GIUSTINA,AURONZO DI CADORE,,,AURONZO DI CADORE PIAZZA SANTA GIUSTINA
PIAZZA VIGO,AURONZO DI CADORE,,,AURONZO DI CADORE PIAZZA VIGO
PIAZZALE IV NOVEMBRE,AURONZO DI CADORE,,,AURONZO DI CADORE PIAZZALE IV NOVEMBRE
PIAZZALE OSTERRA,AURONZO DI CADORE,,,AURONZO DI CADORE PIAZZALE OSTERRA
VIA COLLESIEI,AURONZO DI CADORE,,,AURONZO DI CADORE VIA COLLESIEI
VIA DELLA VELMA,AURONZO DI CADORE,,,AURONZO DI CADORE VIA DELLA VELMA
LOCALITA' ANDREANE,BELLUNO,,,BELLUNO  ANDREANE
PIAZZA A. DE LUCA,BELLUNO,,,BELLUNO PIAZZA A. DE LUCA
PIAZZA FONTANA OGOL,BELLUNO,,,BELLUNO PIAZZA FONTANA OGOL
PIAZZA G. MAZZINI,BELLUNO,,,BELLUNO PIAZZA G. MAZZINI
PIAZZA G. PILONI,BELLUNO,,,BELLUNO PIAZZA G. PILONI
PIAZZA L. LOLLINO,BELLUNO,,,BELLUNO PIAZZA L. LOLLINO
PIAZZA S.LUCANO BORGO PRA,BELLUNO,,,BELLUNO PIAZZA S.LUCANO BORGO PRA
PIAZZA VITTIME VIA FANI,BELLUNO,,,BELLUNO PIAZZA VITTIME VIA FANI
PIAZZA VITTORIO EMANUELE,BELLUNO,,,BELLUNO PIAZZA VITTORIO EMANUELE
PIAZZALE G.MARCONI,BELLUNO,,,BELLUNO PIAZZALE G.MARCONI
PIAZZETTA SAN LUCANO,BELLUNO,,,BELLUNO PIAZZETTA SAN LUCANO
PIAZZETTA SANTO STEFANO,BELLUNO,,,BELLUNO PIAZZETTA SANTO STEFANO
VIA A. BOITO,BELLUNO,,,BELLUNO VIA A. BOITO
FRAZIONE CORTE DI CADORE,BORCA DI CADORE,,,BORCA DI CADORE  CORTE DI CADORE
VIA DON CARLO DE LUCA,BORCA DI CADORE,,,BORCA DI CADORE VIA DON CARLO DE LUCA
VIA DON GIOVANNI DE LUCA,BORCA DI CADORE,,,BORCA DI CADORE VIA DON GIOVANNI DE LUCA
VIA DON NATALE TALAMINI,BORCA DI CADORE,,,BORCA DI CADORE VIA DON NATALE TALAMINI
VIA DON OSVALDO VARETTON,BORCA DI CADORE,,,BORCA DI CADORE VIA DON OSVALDO VARETTON
VIA FRATE TOMMASO DE LUCA,BORCA DI CADORE,,,BORCA DI CADORE VIA FRATE TOMMASO DE LUCA
VIA GIOVANNA ZANGRANDI,BORCA DI CADORE,,,BORCA DI CADORE VIA GIOVANNA ZANGRANDI
VIA GIUSEPPE MAZZINI,BORCA DI CADORE,,,BORCA DI CADORE VIA GIUSEPPE MAZZINI
VIA OLIVO SALA - VILLANOVA,BORCA DI CADORE,,,BORCA DI CADORE VIA OLIVO SALA - VILLANOVA
VIA P.F. CALVI,BORCA DI CADORE,,,BORCA DI CADORE VIA P.F. CALVI
VIA RIVA DEL PONTE,BORCA DI CADORE,,,BORCA DI CADORE VIA RIVA DEL PONTE
VIA T. VECELLIO,BORCA DI CADORE,,,BORCA DI CADORE VIA T. VECELLIO
LOCALITA' ETOLA,CALALZO DI CADORE,,,CALALZO DI CADORE  ETOLA
LOCALITA' PIAN DE STUFFO,CALALZO DI CADORE,,,CALALZO DI CADORE  PIAN DE STUFFO
LOCALITA' S.FRANCESCO D'ORSINA,CALALZO DI CADORE,,,CALALZO DI CADORE  S.FRANCESCO D'ORSINA
LOCALITA' STRAPIEDO,CALALZO DI CADORE,,,CALALZO DI CADORE  STRAPIEDO
LOCALITA' TAUNIA,CALALZO DI CADORE,,,CALALZO DI CADORE  TAUNIA
LOCALITA' TRASAGHE,CALALZO DI CADORE,,,CALALZO DI CADORE  TRASAGHE
VIA A. FRESCURA,CALALZO DI CADORE,,,CALALZO DI CADORE VIA A. FRESCURA
VIA B. TOFFOLI,CALALZO DI CADORE,,,CALALZO DI CADORE VIA B. TOFFOLI
VIA C. A. DALLA CHIESA,CALALZO DI CADORE,,,CALALZO DI CADORE VIA C. A. DALLA CHIESA
VIA C. FANTON,CALALZO DI CADORE,,,CALALZO DI CADORE VIA C. FANTON
VIA CADARIA,CALALZO DI CADORE,,,CALALZO DI CADORE VIA CADARIA
VIA D. ALIGHIERI,CALALZO DI CADORE,,,CALALZO DI CADORE VIA D. ALIGHIERI
VIA E. TOFFOLI,CALALZO DI CADORE,,,CALALZO DI CADORE VIA E. TOFFOLI
VIA G. CARDUCCI,CALALZO DI CADORE,,,CALALZO DI CADORE VIA G. CARDUCCI
VIA G. DE STEFANI,CALALZO DI CADORE,,,CALALZO DI CADORE VIA G. DE STEFANI
VIA G. LEOPARDI,CALALZO DI CADORE,,,CALALZO DI CADORE VIA G. LEOPARDI
VIA G. MAZZINI,CALALZO DI CADORE,,,CALALZO DI CADORE VIA G. MAZZINI
LOCALITA' CAMPION,CANALE D'AGORDO,,,CANALE D'AGORDO  CAMPION
LOCALITA' CASATE,CANALE D'AGORDO,,,CANALE D'AGORDO  CASATE
LOCALITA' LA SOTTA,CANALE D'AGORDO,,,CANALE D'AGORDO  LA SOTTA
LOCALITA' PIAN DE GIARE,CANALE D'AGORDO,,,CANALE D'AGORDO  PIAN DE GIARE
VIA GIUSEPPE XAIZ,CANALE D'AGORDO,,,CANALE D'AGORDO VIA GIUSEPPE XAIZ
VIA PAVIER-FRAZ.FEDER,CANALE D'AGORDO,,,CANALE D'AGORDO VIA PAVIER-FRAZ.FEDER
VIA SOFRAIDE,CANALE D'AGORDO,,,CANALE D'AGORDO VIA SOFRAIDE
LOCALITA' CALCHERE,CENCENIGHE AGORDINO,,,CENCENIGHE AGORDINO  CALCHERE
LOCALITA' I LARES,CENCENIGHE AGORDINO,,,CENCENIGHE AGORDINO  I LARES
PIAZZA PICCOLA,CENCENIGHE AGORDINO,,,CENCENIGHE AGORDINO PIAZZA PICCOLA
STATALE AGORDINA 203,CENCENIGHE AGORDINO,,,CENCENIGHE AGORDINO STATALE AGORDINA 203
VIA COI,CENCENIGHE AGORDINO,,,CENCENIGHE AGORDINO VIA COI
VIA COLESIN,CENCENIGHE AGORDINO,,,CENCENIGHE AGORDINO VIA COLESIN
VIA MARTINAZZE,CENCENIGHE AGORDINO,,,CENCENIGHE AGORDINO VIA MARTINAZZE
BORGATA DE LAZZER-BUSCHE,CESIOMAGGIORE,,,CESIOMAGGIORE BORGATA DE LAZZER-BUSCHE
P.ZZA S.LIBERALE-MARSIAI,CESIOMAGGIORE,,,CESIOMAGGIORE P.ZZA S.LIBERALE-MARSIAI
VIA BORDUGO,CESIOMAGGIORE,,,CESIOMAGGIORE VIA BORDUGO
VIA BORGATA SLONGO,CESIOMAGGIORE,,,CESIOMAGGIORE VIA BORGATA SLONGO
VIA BOSCON,CESIOMAGGIORE,,,CESIOMAGGIORE VIA BOSCON
VIA CALSOTA-MARSIAI,CESIOMAGGIORE,,,CESIOMAGGIORE VIA CALSOTA-MARSIAI
VIA CAMPO ALTO-BUSCHE,CESIOMAGGIORE,,,CESIOMAGGIORE VIA CAMPO ALTO-BUSCHE
VIA CAMPO BASSO-BUSCHE,CESIOMAGGIORE,,,CESIOMAGGIORE VIA CAMPO BASSO-BUSCHE
BORGO CAMILLO CAVOUR,CHIES D'ALPAGO,,,CHIES D'ALPAGO BORGO CAMILLO CAVOUR
BORGO SAN GIORGIO,CHIES D'ALPAGO,,,CHIES D'ALPAGO BORGO SAN GIORGIO
BROI - FR. IRRIGHE,CHIES D'ALPAGO,,,CHIES D'ALPAGO BROI - FR. IRRIGHE
CADOL - FR. IRRIGHE,CHIES D'ALPAGO,,,CHIES D'ALPAGO CADOL - FR. IRRIGHE
CALCHERA - FR. FUNES,CHIES D'ALPAGO,,,CHIES D'ALPAGO CALCHERA - FR. FUNES
CIMA RIVE - FR. CHIES,CHIES D'ALPAGO,,,CHIES D'ALPAGO CIMA RIVE - FR. CHIES
COL DI SERRE - FR. FUNES,CHIES D'ALPAGO,,,CHIES D'ALPAGO COL DI SERRE - FR. FUNES
COL PIAN/STONA - FR.MONT,CHIES D'ALPAGO,,,CHIES D'ALPAGO COL PIAN/STONA - FR.MONT
COMUN-CHIES-MOLINI,CHIES D'ALPAGO,,,CHIES D'ALPAGO COMUN-CHIES-MOLINI
FORA SAN MARTIN,CHIES D'ALPAGO,,,CHIES D'ALPAGO FORA SAN MARTIN
IN PRA' - FR. CHIES,CHIES D'ALPAGO,,,CHIES D'ALPAGO IN PRA' - FR. CHIES
LE BUSE S.D.,CHIES D'ALPAGO,,,CHIES D'ALPAGO LE BUSE S.D.
LOCALITA' CAMPIDIEI S.D.,CHIES D'ALPAGO,,,CHIES D'ALPAGO  CAMPIDIEI S.D.
LOCALITA' CANEI S.D.,CHIES D'ALPAGO,,,CHIES D'ALPAGO  CANEI S.D.
LOCALITA' CIAFFA S.D.,CHIES D'ALPAGO,,,CHIES D'ALPAGO  CIAFFA S.D.
LOCALITA' COSTA S.D.,CHIES D'ALPAGO,,,CHIES D'ALPAGO  COSTA S.D.
LOCALITA' COSTELE S.D.,CHIES D'ALPAGO,,,CHIES D'ALPAGO  COSTELE S.D.
LOCALITA' CREPOLA',CHIES D'ALPAGO,,,CHIES D'ALPAGO  CREPOLA'
LOCALITA' DOLZOI S.D.,CHIES D'ALPAGO,,,CHIES D'ALPAGO  DOLZOI S.D.
LOCALITA' DUPPIAI-MONT-PRIVATO,CHIES D'ALPAGO,,,CHIES D'ALPAGO  DUPPIAI-MONT-PRIVATO
LOCALITA' FALISETTA,CHIES D'ALPAGO,,,CHIES D'ALPAGO  FALISETTA
LOCALITA' MALON - FR. MONT,CHIES D'ALPAGO,,,CHIES D'ALPAGO  MALON - FR. MONT
LOCALITA' MARIANNE S.D.,CHIES D'ALPAGO,,,CHIES D'ALPAGO  MARIANNE S.D.
LOCALITA' PESCOLTRE - FR.MONT,CHIES D'ALPAGO,,,CHIES D'ALPAGO  PESCOLTRE - FR.MONT
LOCALITA' PIAI S.D.,CHIES D'ALPAGO,,,CHIES D'ALPAGO  PIAI S.D.
LOCALITA' SCIAMATON - FR. MONT,CHIES D'ALPAGO,,,CHIES D'ALPAGO  SCIAMATON - FR. MONT
LOCALITA' SOCCOR,CHIES D'ALPAGO,,,CHIES D'ALPAGO  SOCCOR
LOC.PALU' DEI CAVAI-CORNIGIAN,CIBIANA DI CADORE,,,CIBIANA DI CADORE LOC.PALU' DEI CAVAI-CORNIGIAN
VIA VILLAGRANDE,COLLE SANTA LUCIA,,,COLLE SANTA LUCIA VIA VILLAGRANDE
LARGO CALVI,COMELICO SUPERIORE,,,COMELICO SUPERIORE LARGO CALVI
LOCALITA' DI PIANO DOSOLEDO,COMELICO SUPERIORE,,,COMELICO SUPERIORE  DI PIANO DOSOLEDO
LOCALITA' MASARE',COMELICO SUPERIORE,,,COMELICO SUPERIORE  MASARE'
LOCALITA' STABIORCO,COMELICO SUPERIORE,,,COMELICO SUPERIORE  STABIORCO
LOCALITA' VARE DEI FABBRI,COMELICO SUPERIORE,,,COMELICO SUPERIORE  VARE DEI FABBRI
P.ZZA MONS G. DE CASSAN-CANDID,COMELICO SUPERIORE,,,COMELICO SUPERIORE P.ZZA MONS G. DE CASSAN-CANDID
PIANI DI MOSENA,COMELICO SUPERIORE,,,COMELICO SUPERIORE PIANI DI MOSENA
PIAZZA TIZIANO - DOSOLEDO,COMELICO SUPERIORE,,,COMELICO SUPERIORE PIAZZA TIZIANO - DOSOLEDO
VIA 4 NOVEMBRE - PADOLA,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA 4 NOVEMBRE - PADOLA
VIA AI PINI - PADOLA,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA AI PINI - PADOLA
VIA AIARNOLA - PADOLA,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA AIARNOLA - PADOLA
VIA ALLA COSTA - DOSOLEDO,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA ALLA COSTA - DOSOLEDO
VIA ALLE ACQUE ROSSE - PADOLA,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA ALLE ACQUE ROSSE - PADOLA
VIA ARTURO FESTINI-CASAMAZZAGN,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA ARTURO FESTINI-CASAMAZZAGN
VIA BELVEDERE - PADOLA,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA BELVEDERE - PADOLA
VIA CADUTI DI CIMA VALLONA,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA CADUTI DI CIMA VALLONA
VIA CAMINESI - CANDIDE,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA CAMINESI - CANDIDE
VIA CASERE - CANDIDE E CASAMAZ,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA CASERE - CANDIDE E CASAMAZ
VIA CELESTE DE MARTIN-DOSOLEDO,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA CELESTE DE MARTIN-DOSOLEDO
VIA CRODE - CASAMAZZAGNO,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA CRODE - CASAMAZZAGNO
VIA DANTA - CANDIDE,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA DANTA - CANDIDE
VIA DELLA FUCINA - PADOLA,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA DELLA FUCINA - PADOLA
VIA DELLA GIUSTIZIA-CASAMAZZAG,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA DELLA GIUSTIZIA-CASAMAZZAG
VIA DELLA SALUTE -CASAMAZZAGNO,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA DELLA SALUTE -CASAMAZZAGNO
VIA DELL'AQUILA - DOSOLEDO,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA DELL'AQUILA - DOSOLEDO
VIA DELLE MOLE - CANDIDE,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA DELLE MOLE - CANDIDE
VIA DEPPO - DOSOLEDO,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA DEPPO - DOSOLEDO
VIA DI PIANO - DOSOLEDO,COMELICO SUPERIORE,,,COMELICO SUPERIORE VIA DI PIANO - DOSOLEDO
FRAZIONE ACQUABONA DI SOPRA,CORTINA D'AMPEZZO,,,CORTINA D'AMPEZZO  ACQUABONA DI SOPRA
FRAZIONE ACQUABONA DI SOTTO,CORTINA D'AMPEZZO,,,CORTINA D'AMPEZZO  ACQUABONA DI SOTTO
FRAZIONE CADELVERZO DI SOPRA,CORTINA D'AMPEZZO,,,CORTINA D'AMPEZZO  CADELVERZO DI SOPRA
GALLERIA NUOVO CENTRO,CORTINA D'AMPEZZO,,,CORTINA D'AMPEZZO GALLERIA NUOVO CENTRO
LARGO POSTE,CORTINA D'AMPEZZO,,,CORTINA D'AMPEZZO LARGO POSTE
LOCALITA' BRITE DE VAL,CORTINA D'AMPEZZO,,,CORTINA D'AMPEZZO  BRITE DE VAL
LOCALITA' CADEMAI,CORTINA D'AMPEZZO,,,CORTINA D'AMPEZZO  CADEMAI
LOCALITA' COJANA STRADA NUOVA,CORTINA D'AMPEZZO,,,CORTINA D'AMPEZZO  COJANA STRADA NUOVA
LOCALITA' GRAVA DI SOPRA,CORTINA D'AMPEZZO,,,CORTINA D'AMPEZZO  GRAVA DI SOPRA
LOCALITA' GRAVA DI SOTTO,CORTINA D'AMPEZZO,,,CORTINA D'AMPEZZO  GRAVA DI SOTTO
LOCALITA' MAION,CORTINA D'AMPEZZO,,,CORTINA D'AMPEZZO  MAION
LOCALITA' SACUS,CORTINA D'AMPEZZO,,,CORTINA D'AMPEZZO  SACUS
LOCALITA' RAVINE,DANTA DI CADORE,,,DANTA DI CADORE  RAVINE
PIAZZA D. LUTTIN,DANTA DI CADORE,,,DANTA DI CADORE PIAZZA D. LUTTIN
VIA AIARNOLA,DANTA DI CADORE,,,DANTA DI CADORE VIA AIARNOLA
VIA MONTE PIEDO,DANTA DI CADORE,,,DANTA DI CADORE VIA MONTE PIEDO
VIA SANTA BARBARA,DANTA DI CADORE,,,DANTA DI CADORE VIA SANTA BARBARA
VIA SANTO STEFANO,DANTA DI CADORE,,,DANTA DI CADORE VIA SANTO STEFANO
VIA VANTADEN,DANTA DI CADORE,,,DANTA DI CADORE VIA VANTADEN
VIA XXIV MAGGIO,DANTA DI CADORE,,,DANTA DI CADORE VIA XXIV MAGGIO
LA PIAZZA,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE LA PIAZZA
LOCALITA' MOLIN,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE  MOLIN
PIAZZA DEI MARTIRI,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE PIAZZA DEI MARTIRI
PIAZZA IV NOVEMBRE,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE PIAZZA IV NOVEMBRE
PIAZZA SAN LEONARDO - GREA,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE PIAZZA SAN LEONARDO - GREA
PIAZZA SAN VIGILIO,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE PIAZZA SAN VIGILIO
VIA 4 NOVEMBRE - GREA,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA 4 NOVEMBRE - GREA
VIA A. DI SAVOIA,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA A. DI SAVOIA
VIA BORGO NUOVO,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA BORGO NUOVO
VIA DELL'OCCHIALE - GREA,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA DELL'OCCHIALE - GREA
VIA DELL'OCCHIALE - VALLESELLA,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA DELL'OCCHIALE - VALLESELLA
VIA DON F.BARNABO',DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA DON F.BARNABO'
VIA DON NATALE TALAMINI,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA DON NATALE TALAMINI
VIA GORIZIA,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA GORIZIA
VIA IV NOVEMBRE - CAPOLUOGO,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA IV NOVEMBRE - CAPOLUOGO
VIA LORIS FRESCURA,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA LORIS FRESCURA
VIA MONS. MASI,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA MONS. MASI
VIA MONS.CIANI,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA MONS.CIANI
VIA MONTE ADAMELLO,DOMEGGE DI CADORE,,,DOMEGGE DI CADORE VIA MONTE ADAMELLO
CORSO ITALIA,FALCADE,,,FALCADE CORSO ITALIA
CORSO ROMA,FALCADE,,,FALCADE CORSO ROMA
LOC.TABIADON DI CANES,FALCADE,,,FALCADE LOC.TABIADON DI CANES
LOCALITA' COSTA,FALCADE,,,FALCADE  COSTA
LOCALITA' FUCHIADE,FALCADE,,,FALCADE  FUCHIADE
LOCALITA' GANZ,FALCADE,,,FALCADE  GANZ
LOCALITA' LE BUSCHE,FALCADE,,,FALCADE  LE BUSCHE
LOCALITA' VAL FREDDA,FALCADE,,,FALCADE  VAL FREDDA
PIAZZA 4 NOVEMBRE 1966,FALCADE,,,FALCADE PIAZZA 4 NOVEMBRE 1966
PIAZZA COL DE RIF,FALCADE,,,FALCADE PIAZZA COL DE RIF
PIAZZA S. SEBASTIANO,FALCADE,,,FALCADE PIAZZA S. SEBASTIANO
PIAZZA XX AGOSTO,FALCADE,,,FALCADE PIAZZA XX AGOSTO
PIAZZALE 4 NOVEMBRE 1918,FALCADE,,,FALCADE PIAZZALE 4 NOVEMBRE 1918
SALITA MADONNA DELLA SALUTE,FALCADE,,,FALCADE SALITA MADONNA DELLA SALUTE
VIA 7^ALPINI,FALCADE,,,FALCADE VIA 7^ALPINI
VIA AGOSTINO MURER,FALCADE,,,FALCADE VIA AGOSTINO MURER
GALLERIA ISOLA,FELTRE,,,FELTRE GALLERIA ISOLA
LARGO P. CASTALDI,FELTRE,,,FELTRE LARGO P. CASTALDI
P.LE TANCREDI PARMEGGIANI,FELTRE,,,FELTRE P.LE TANCREDI PARMEGGIANI
PIAZZA A. E L. ZANCANARO,FELTRE,,,FELTRE PIAZZA A. E L. ZANCANARO
"PIAZZA BTG ALPINI ""FELTRE""",FELTRE,,,"FELTRE PIAZZA BTG ALPINI ""FELTRE"""
PIAZZA DE LA CESA - PREN,FELTRE,,,FELTRE PIAZZA DE LA CESA - PREN
PIAZZA I^NOVEMBRE,FONZASO,,,FONZASO PIAZZA I^NOVEMBRE
PIAZZA NOGARE' BILLESIMO,FONZASO,,,FONZASO PIAZZA NOGARE' BILLESIMO
PIAZZA NORCEN,FONZASO,,,FONZASO PIAZZA NORCEN
PIAZZA SAN GOTTARDO,FONZASO,,,FONZASO PIAZZA SAN GOTTARDO
VIA A. DE GASPERI,FONZASO,,,FONZASO VIA A. DE GASPERI
VIA BOVE,FONZASO,,,FONZASO VIA BOVE
VIA CALZEN,FONZASO,,,FONZASO VIA CALZEN
VIA CASE LIRA,FONZASO,,,FONZASO VIA CASE LIRA
VIA CESARE BATTISTI,FONZASO,,,FONZASO VIA CESARE BATTISTI
VIA COL BIANCO,FONZASO,,,FONZASO VIA COL BIANCO
VIA CONTE MENGOTTI,FONZASO,,,FONZASO VIA CONTE MENGOTTI
PIAZZA S. GIACOMO,GOSALDO,,,GOSALDO PIAZZA S. GIACOMO
VIA CASTELLO,GOSALDO,,,GOSALDO VIA CASTELLO
VIA CENTRO-LOC.TISER,GOSALDO,,,GOSALDO VIA CENTRO-LOC.TISER
VIA DEI CUCH-LOC.TISER,GOSALDO,,,GOSALDO VIA DEI CUCH-LOC.TISER
VIA DELLA SCUOLA-LOC.TISER,GOSALDO,,,GOSALDO VIA DELLA SCUOLA-LOC.TISER
VIA DENEORE,GOSALDO,,,GOSALDO VIA DENEORE
VIA FOCHE,GOSALDO,,,GOSALDO VIA FOCHE
VIA IV NOVEMBRE,GOSALDO,,,GOSALDO VIA IV NOVEMBRE
LOCALITA' LE VIZZE,LA VALLE AGORDINA,,,LA VALLE AGORDINA  LE VIZZE
VIA LA MUDA (dal civico 19 in poi),LA VALLE AGORDINA,,,LA VALLE AGORDINA VIA LA MUDA (dal civico 19 in poi)
VIA LA MUDA (fino al civico 18),LA VALLE AGORDINA,,,LA VALLE AGORDINA VIA LA MUDA (fino al civico 18)
VIA NOACH,LA VALLE AGORDINA,,,LA VALLE AGORDINA VIA NOACH
LOCALITA' GUANA,LAMON,,,LAMON  GUANA
LOCALITA' SCHEID,LAMON,,,LAMON  SCHEID
VIA BECCAROI,LAMON,,,LAMON VIA BECCAROI
VIA BILLO',LAMON,,,LAMON VIA BILLO'
VIA BROCCON,LAMON,,,LAMON VIA BROCCON
VIA BRODI,LAMON,,,LAMON VIA BRODI
VIA C.BATTISTI,LAMON,,,LAMON VIA C.BATTISTI
VIA C.G.BALIN,LAMON,,,LAMON VIA C.G.BALIN
VIA CANTONI,LAMON,,,LAMON VIA CANTONI
VIA CATESUNA,LAMON,,,LAMON VIA CATESUNA
VIA CAV.DI VITTORIO VENETO,LAMON,,,LAMON VIA CAV.DI VITTORIO VENETO
VIA CAVALEA,LAMON,,,LAMON VIA CAVALEA
VIA CHIOE',LAMON,,,LAMON VIA CHIOE'
VIA COL SECH,LAMON,,,LAMON VIA COL SECH
FRAZ. COLDERU' PIAN DI CULTURA,LENTIAI,,,LENTIAI FRAZ. COLDERU' PIAN DI CULTURA
FRAZIONE BOSCHI,LENTIAI,,,LENTIAI  BOSCHI
FRAZIONE CANAI LA VENA,LENTIAI,,,LENTIAI  CANAI LA VENA
FRAZIONE COLDERU' S.GERVASIO,LENTIAI,,,LENTIAI  COLDERU' S.GERVASIO
FRAZIONE MARZIAI,LENTIAI,,,LENTIAI  MARZIAI
LARGO MARCONI,LENTIAI,,,LENTIAI LARGO MARCONI
VIA A. BORTOLINI,LENTIAI,,,LENTIAI VIA A. BORTOLINI
VIA ARISTIDE GABELLI,LENTIAI,,,LENTIAI VIA ARISTIDE GABELLI
VIA CA' MONTAGN,LENTIAI,,,LENTIAI VIA CA' MONTAGN
VIA CAL DE SACH,LENTIAI,,,LENTIAI VIA CAL DE SACH
VIA CASTELLIR,LENTIAI,,,LENTIAI VIA CASTELLIR
VIA COI DI RONCHENA,LENTIAI,,,LENTIAI VIA COI DI RONCHENA
VIA A. VIVALDI,LIMANA,,,LIMANA VIA A. VIVALDI
VIA A. ZAMPIERI,LIMANA,,,LIMANA VIA A. ZAMPIERI
VIA CASE SPARSE CESA,LIMANA,,,LIMANA VIA CASE SPARSE CESA
VIA CASE SPARSE FAICH,LIMANA,,,LIMANA VIA CASE SPARSE FAICH
VIA CASE SPARSE PIOMBEI,LIMANA,,,LIMANA VIA CASE SPARSE PIOMBEI
VIA CASE SPARSE VILLA,LIMANA,,,LIMANA VIA CASE SPARSE VILLA
VIA COI,LIMANA,,,LIMANA VIA COI
VIA COI DI NAVASA,LIMANA,,,LIMANA VIA COI DI NAVASA
VIA COL DI MEZZO,LIMANA,,,LIMANA VIA COL DI MEZZO
VIA COLVENDRAMEL,LIMANA,,,LIMANA VIA COLVENDRAMEL
VIA D. BUZZATI,LIMANA,,,LIMANA VIA D. BUZZATI
VIA G. GARIBALDI,LIMANA,,,LIMANA VIA G. GARIBALDI
VIA G. MAZZINI,LIMANA,,,LIMANA VIA G. MAZZINI
BIVIO DI SALESEI,LIVINALLONGO DEL COL DI LANA,,,LIVINALLONGO DEL COL DI LANA BIVIO DI SALESEI
LOCALITA' COLESEL,LIVINALLONGO DEL COL DI LANA,,,LIVINALLONGO DEL COL DI LANA  COLESEL
LOCALITA' GLIERA DI ARABBA,LIVINALLONGO DEL COL DI LANA,,,LIVINALLONGO DEL COL DI LANA  GLIERA DI ARABBA
VIA CAMPI DI PLAJAZ,LIVINALLONGO DEL COL DI LANA,,,LIVINALLONGO DEL COL DI LANA VIA CAMPI DI PLAJAZ
VIA COL D'ORNELLA,LIVINALLONGO DEL COL DI LANA,,,LIVINALLONGO DEL COL DI LANA VIA COL D'ORNELLA
VIA COLSOTTOCHIESA,LIVINALLONGO DEL COL DI LANA,,,LIVINALLONGO DEL COL DI LANA VIA COLSOTTOCHIESA
VIA COSTA DI PIAN,LIVINALLONGO DEL COL DI LANA,,,LIVINALLONGO DEL COL DI LANA VIA COSTA DI PIAN
VIA COSTA DI SALESEI,LIVINALLONGO DEL COL DI LANA,,,LIVINALLONGO DEL COL DI LANA VIA COSTA DI SALESEI
LOCALITA' BAS LA VAL,LONGARONE,,,LONGARONE  BAS LA VAL
LOCALITA' CAMPESINE,LONGARONE,,,LONGARONE  CAMPESINE
LOCALITA' COPPEDELLO,LONGARONE,,,LONGARONE  COPPEDELLO
